product_type,brand,price_layer,target
Type_A,Brand10,3,dislike
Type_C,Brand8,1,like
Type_E,Brand1,2,soso
Type_D,Brand9,2,like
Type_F,Brand1,3,soso
Type_F,Brand3,5,like
Type_B,Brand9,1,dislike
Type_D,Brand11,4,soso
Type_F,Brand5,3,soso
Type_B,Brand9,1,like
Type_E,Brand9,3,soso
Type_B,Brand6,3,like
Type_F,Brand11,5,soso
Type_C,Brand1,4,like
Type_C,Brand10,1,like
Type_C,Brand7,3,like
Type_F,Brand6,3,dislike
Type_C,Brand9,1,soso
Type_D,Brand7,3,dislike
Type_E,Brand11,3,dislike
Type_B,Brand4,3,dislike
Type_B,Brand7,2,dislike
Type_F,Brand2,2,soso
Type_C,Brand6,4,soso
Type_C,Brand6,5,dislike
Type_A,Brand2,1,soso
Type_E,Brand4,5,soso
Type_D,Brand8,5,like
Type_B,Brand8,2,soso
Type_A,Brand8,4,dislike
Type_A,Brand8,5,soso
Type_F,Brand1,5,dislike
Type_B,Brand2,3,soso
Type_F,Brand4,1,dislike
Type_D,Brand9,4,soso
Type_A,Brand3,1,soso
Type_A,Brand6,2,soso
Type_E,Brand7,5,dislike
Type_D,Brand8,5,like
Type_A,Brand7,1,dislike
Type_D,Brand3,2,soso
Type_B,Brand6,3,dislike
Type_C,Brand5,3,soso
Type_A,Brand10,5,soso
Type_E,Brand4,5,like
Type_B,Brand1,4,soso
Type_D,Brand7,1,soso
Type_F,Brand8,5,soso
Type_B,Brand2,2,like
Type_A,Brand7,1,dislike
Type_D,Brand6,4,like
Type_C,Brand5,3,dislike
Type_B,Brand4,4,soso
Type_A,Brand2,1,dislike
Type_E,Brand10,3,dislike
Type_F,Brand6,2,dislike
Type_D,Brand5,3,dislike
Type_B,Brand2,3,soso
Type_B,Brand10,2,like
Type_C,Brand7,5,dislike
Type_C,Brand6,5,soso
Type_E,Brand11,3,soso
Type_F,Brand9,3,soso
Type_E,Brand11,4,soso
Type_A,Brand10,5,dislike
Type_A,Brand5,2,like
Type_E,Brand9,3,soso
Type_F,Brand9,3,like
Type_E,Brand1,4,like
Type_F,Brand5,4,like
Type_F,Brand9,4,soso
Type_D,Brand7,1,soso
Type_F,Brand6,2,soso
Type_C,Brand6,1,like
Type_F,Brand11,3,soso
Type_F,Brand7,4,soso
Type_F,Brand1,4,like
Type_A,Brand4,4,soso
Type_C,Brand1,5,dislike
Type_C,Brand6,2,dislike
Type_E,Brand4,1,dislike
Type_D,Brand1,2,dislike
Type_F,Brand9,4,like
Type_B,Brand4,3,soso
Type_D,Brand6,5,dislike
Type_D,Brand7,2,dislike
Type_C,Brand8,3,soso
Type_D,Brand11,4,like
Type_F,Brand9,4,dislike
Type_F,Brand9,4,soso
Type_A,Brand8,4,soso
Type_F,Brand10,5,dislike
Type_F,Brand11,5,dislike
Type_C,Brand3,2,soso
Type_F,Brand2,4,soso
Type_A,Brand5,5,dislike
Type_B,Brand1,3,dislike
Type_C,Brand3,5,dislike
Type_B,Brand1,5,dislike
Type_C,Brand3,2,like
Type_E,Brand4,5,soso
Type_D,Brand7,3,dislike
Type_E,Brand5,4,soso
Type_F,Brand5,1,dislike
Type_B,Brand1,2,like
Type_F,Brand8,3,soso
Type_D,Brand4,2,like
Type_C,Brand10,4,soso
Type_D,Brand5,5,like
Type_A,Brand2,5,dislike
Type_D,Brand1,3,dislike
Type_A,Brand9,4,like
Type_D,Brand2,1,dislike
Type_A,Brand6,1,like
Type_B,Brand1,5,like
Type_F,Brand1,4,soso
Type_F,Brand9,4,like
Type_E,Brand4,3,soso
Type_F,Brand9,1,like
Type_C,Brand11,3,soso
Type_D,Brand5,2,soso
Type_E,Brand7,4,dislike
Type_C,Brand1,1,soso
Type_C,Brand6,3,soso
Type_A,Brand8,5,like
Type_F,Brand1,2,soso
Type_B,Brand9,3,dislike
Type_B,Brand3,5,like
Type_E,Brand1,1,soso
Type_B,Brand1,1,like
Type_D,Brand11,2,like
Type_B,Brand6,5,like
Type_E,Brand11,4,like
Type_B,Brand6,1,like
Type_D,Brand1,4,soso
Type_A,Brand3,4,like
Type_E,Brand7,3,like
Type_A,Brand10,3,dislike
Type_A,Brand3,1,dislike
Type_A,Brand3,4,like
Type_C,Brand3,3,soso
Type_F,Brand7,5,dislike
Type_C,Brand4,5,dislike
Type_F,Brand4,5,like
Type_A,Brand3,5,soso
Type_E,Brand10,4,soso
Type_F,Brand11,5,dislike
Type_D,Brand9,4,dislike
Type_D,Brand2,1,dislike
Type_B,Brand4,1,dislike
Type_F,Brand8,5,dislike
Type_E,Brand6,5,like
Type_C,Brand7,5,like
Type_A,Brand7,1,like
Type_B,Brand2,3,dislike
Type_D,Brand4,1,like
Type_C,Brand10,5,dislike
Type_C,Brand10,3,soso
Type_A,Brand6,3,soso
Type_F,Brand3,2,like
Type_D,Brand9,4,soso
Type_E,Brand4,5,soso
Type_C,Brand10,4,soso
Type_A,Brand2,2,like
Type_E,Brand6,4,soso
Type_F,Brand1,5,like
Type_D,Brand6,2,dislike
Type_F,Brand10,4,dislike
Type_C,Brand1,1,like
Type_E,Brand8,3,like
Type_E,Brand5,2,soso
Type_E,Brand6,1,dislike
Type_C,Brand2,5,soso
Type_C,Brand2,3,dislike
Type_F,Brand9,2,soso
Type_B,Brand3,3,soso
Type_F,Brand6,2,dislike
Type_D,Brand10,2,soso
Type_A,Brand5,4,dislike
Type_E,Brand4,3,like
Type_B,Brand10,3,soso
Type_A,Brand2,1,dislike
Type_B,Brand8,5,dislike
Type_F,Brand10,1,soso
Type_C,Brand7,4,dislike
Type_E,Brand11,2,soso
Type_F,Brand2,4,soso
Type_A,Brand6,4,like
Type_A,Brand8,1,like
Type_A,Brand7,2,like
Type_A,Brand1,5,soso
Type_A,Brand5,4,soso
Type_B,Brand2,5,dislike
Type_F,Brand6,2,like
Type_E,Brand7,2,like
Type_C,Brand7,1,dislike
Type_C,Brand3,3,like
Type_F,Brand7,1,like
Type_F,Brand5,5,like
Type_C,Brand8,1,dislike
Type_C,Brand8,2,like
Type_B,Brand7,4,soso
Type_D,Brand6,3,like
Type_E,Brand2,2,soso
Type_A,Brand6,4,like
Type_D,Brand11,5,soso
Type_F,Brand9,5,like
Type_C,Brand2,5,soso
Type_D,Brand1,1,soso
Type_E,Brand11,5,like
Type_F,Brand5,5,dislike
Type_A,Brand11,1,like
Type_A,Brand6,4,dislike
Type_E,Brand3,2,dislike
Type_E,Brand8,3,dislike
Type_C,Brand7,5,dislike
Type_A,Brand2,5,dislike
Type_F,Brand7,5,dislike
Type_D,Brand1,1,like
Type_F,Brand9,1,soso
Type_B,Brand7,1,soso
Type_B,Brand6,3,like
Type_E,Brand2,2,like
Type_C,Brand3,5,like
Type_B,Brand1,4,dislike
Type_A,Brand10,5,dislike
Type_F,Brand5,5,soso
Type_F,Brand9,5,like
Type_E,Brand6,5,soso
Type_D,Brand5,2,soso
Type_E,Brand3,4,dislike
Type_D,Brand5,1,dislike
Type_E,Brand8,4,soso
Type_E,Brand2,5,dislike
Type_E,Brand5,4,dislike
Type_D,Brand6,5,dislike
Type_D,Brand10,4,soso
Type_E,Brand8,3,soso
Type_B,Brand8,4,soso
Type_C,Brand5,1,like
Type_C,Brand9,1,soso
Type_C,Brand4,4,dislike
Type_D,Brand9,4,soso
Type_D,Brand11,2,like
Type_B,Brand7,4,dislike
Type_C,Brand6,1,soso
Type_C,Brand4,3,soso
Type_E,Brand2,1,dislike
Type_D,Brand8,2,soso
Type_C,Brand6,4,like
Type_F,Brand3,3,dislike
Type_B,Brand7,1,soso
Type_F,Brand10,3,dislike
Type_F,Brand7,5,soso
Type_B,Brand6,1,soso
Type_F,Brand2,5,dislike
Type_C,Brand8,3,soso
Type_D,Brand1,4,soso
Type_B,Brand1,4,dislike
Type_E,Brand6,4,soso
Type_F,Brand5,5,soso
Type_B,Brand9,4,dislike
Type_A,Brand7,2,like
Type_A,Brand2,1,like
Type_D,Brand7,1,like
Type_C,Brand3,3,like
Type_D,Brand1,5,like
Type_D,Brand11,1,like
Type_D,Brand8,5,dislike
Type_D,Brand3,3,dislike
Type_E,Brand11,4,dislike
Type_E,Brand8,3,soso
Type_B,Brand7,2,like
Type_A,Brand2,4,like
Type_D,Brand1,4,dislike
Type_B,Brand7,4,soso
Type_A,Brand1,3,soso
Type_F,Brand6,2,dislike
Type_C,Brand11,5,like
Type_E,Brand10,3,soso
Type_F,Brand11,1,like
Type_A,Brand10,1,soso
Type_F,Brand8,3,like
Type_C,Brand7,5,soso
Type_A,Brand4,1,like
Type_F,Brand1,5,like
Type_E,Brand1,4,like
Type_E,Brand4,3,dislike
Type_B,Brand5,4,like
Type_F,Brand7,1,like
Type_D,Brand4,5,soso
Type_F,Brand10,4,soso
Type_A,Brand1,1,dislike
Type_A,Brand11,2,soso
Type_F,Brand10,4,like
Type_C,Brand7,2,dislike
Type_E,Brand2,2,dislike
Type_A,Brand11,1,dislike
Type_E,Brand2,3,like
Type_A,Brand8,5,like
Type_B,Brand10,1,soso
Type_D,Brand10,4,soso
Type_A,Brand10,5,soso
Type_E,Brand5,3,dislike
Type_B,Brand10,1,like
Type_A,Brand2,3,soso
Type_C,Brand5,4,like
Type_D,Brand8,1,dislike
Type_A,Brand6,4,like
Type_B,Brand3,5,like
Type_C,Brand8,5,dislike
Type_F,Brand9,3,soso
Type_B,Brand5,3,like
Type_B,Brand2,5,like
Type_C,Brand2,2,dislike
Type_B,Brand7,5,like
Type_C,Brand1,1,like
Type_A,Brand10,4,like
Type_C,Brand2,5,dislike
Type_C,Brand10,5,like
Type_D,Brand4,4,dislike
Type_C,Brand1,4,soso
Type_C,Brand4,1,like
Type_F,Brand11,4,dislike
Type_A,Brand10,3,dislike
Type_D,Brand5,5,like
Type_F,Brand9,4,dislike
Type_E,Brand1,1,soso
Type_A,Brand5,4,soso
Type_A,Brand2,5,soso
Type_E,Brand9,2,soso
Type_C,Brand6,4,dislike
Type_F,Brand2,3,dislike
Type_B,Brand3,5,soso
Type_D,Brand8,1,soso
Type_B,Brand1,5,soso
Type_E,Brand3,2,soso
Type_A,Brand10,1,soso
Type_A,Brand1,2,dislike
Type_D,Brand11,2,soso
Type_A,Brand11,3,soso
Type_A,Brand8,4,like
Type_D,Brand1,3,dislike
Type_F,Brand5,3,soso
Type_F,Brand4,3,dislike
Type_D,Brand7,1,like
Type_E,Brand5,4,like
Type_A,Brand8,4,soso
Type_A,Brand11,1,soso
Type_E,Brand1,3,soso
Type_F,Brand5,3,soso
Type_C,Brand4,2,like
Type_C,Brand3,2,dislike
Type_C,Brand5,5,soso
Type_F,Brand10,2,dislike
Type_F,Brand3,4,soso
Type_E,Brand8,1,soso
Type_A,Brand3,3,like
Type_E,Brand1,5,soso
Type_E,Brand9,2,soso
Type_F,Brand9,5,soso
Type_C,Brand6,1,like
Type_B,Brand10,1,dislike
Type_A,Brand1,5,like
Type_F,Brand8,5,soso
Type_C,Brand2,5,soso
Type_B,Brand9,3,soso
Type_B,Brand8,4,dislike
Type_F,Brand3,2,dislike
Type_D,Brand5,2,soso
Type_A,Brand9,2,soso
Type_B,Brand1,5,dislike
Type_F,Brand9,5,like
Type_F,Brand4,5,like
Type_C,Brand4,3,dislike
Type_D,Brand4,3,dislike
Type_A,Brand10,3,soso
Type_E,Brand9,3,dislike
Type_C,Brand6,1,dislike
Type_B,Brand11,3,soso
Type_B,Brand8,3,dislike
Type_C,Brand4,3,soso
Type_F,Brand3,2,like
Type_B,Brand1,2,like
Type_D,Brand10,2,like
Type_A,Brand7,4,soso
Type_D,Brand4,1,like
Type_B,Brand8,5,like
Type_E,Brand3,3,soso
Type_A,Brand1,2,soso
Type_A,Brand5,1,like
Type_C,Brand2,3,like
Type_C,Brand3,4,like
Type_E,Brand6,5,dislike
Type_F,Brand3,3,soso
Type_A,Brand3,5,soso
Type_E,Brand6,3,soso
Type_C,Brand5,4,soso
Type_C,Brand10,1,like
Type_A,Brand9,5,soso
Type_D,Brand1,5,dislike
Type_B,Brand3,1,dislike
Type_C,Brand3,5,like
Type_F,Brand11,2,like
Type_F,Brand6,1,soso
Type_C,Brand8,4,like
Type_D,Brand3,3,like
Type_D,Brand3,3,like
Type_E,Brand6,1,dislike
Type_F,Brand8,2,soso
Type_E,Brand6,4,like
Type_F,Brand10,3,soso
Type_B,Brand3,3,soso
Type_B,Brand4,2,soso
Type_A,Brand1,5,dislike
Type_E,Brand8,1,soso
Type_C,Brand4,2,soso
Type_E,Brand6,2,like
Type_C,Brand11,2,like
Type_D,Brand3,2,dislike
Type_E,Brand11,5,soso
Type_D,Brand11,4,dislike
Type_B,Brand6,2,soso
Type_B,Brand11,2,dislike
Type_A,Brand9,1,soso
Type_E,Brand9,3,like
Type_D,Brand10,5,dislike
Type_C,Brand3,2,like
Type_B,Brand3,4,soso
Type_B,Brand4,4,dislike
Type_C,Brand7,4,like
Type_D,Brand3,1,like
Type_D,Brand10,4,like
Type_E,Brand8,1,soso
Type_E,Brand11,5,dislike
Type_F,Brand8,4,like
Type_F,Brand6,3,soso
Type_A,Brand4,2,soso
Type_B,Brand11,5,soso
Type_E,Brand11,3,dislike
Type_D,Brand5,5,soso
Type_C,Brand2,4,soso
Type_D,Brand6,5,dislike
Type_B,Brand3,5,dislike
Type_F,Brand6,5,soso
Type_D,Brand5,1,soso
Type_A,Brand2,3,like
Type_B,Brand5,4,dislike
Type_F,Brand5,2,dislike
Type_C,Brand9,4,like
Type_F,Brand11,4,soso
Type_A,Brand8,1,soso
Type_B,Brand7,1,soso
Type_C,Brand3,5,soso
Type_A,Brand10,4,like
Type_F,Brand4,3,dislike
Type_A,Brand6,1,dislike
Type_B,Brand3,1,soso
Type_E,Brand11,3,like
Type_A,Brand9,1,soso
Type_A,Brand8,3,soso
Type_F,Brand6,2,like
Type_F,Brand4,3,like
Type_C,Brand7,2,dislike
Type_F,Brand11,5,dislike
Type_D,Brand3,5,soso
Type_B,Brand10,1,soso
Type_B,Brand8,3,dislike
Type_E,Brand1,1,like
Type_E,Brand3,3,soso
Type_B,Brand11,1,soso
Type_E,Brand5,5,like
Type_C,Brand5,5,soso
Type_F,Brand10,1,like
Type_B,Brand2,3,dislike
Type_E,Brand10,4,dislike
Type_B,Brand8,3,dislike
Type_D,Brand5,1,dislike
Type_A,Brand7,3,dislike
Type_F,Brand7,2,soso
Type_B,Brand5,3,dislike
Type_A,Brand8,5,soso
Type_E,Brand9,5,soso
Type_A,Brand4,2,like
Type_F,Brand4,3,soso
Type_B,Brand8,4,soso
Type_D,Brand1,3,dislike
Type_E,Brand4,5,dislike
Type_B,Brand6,5,like
Type_F,Brand4,1,like
Type_E,Brand6,5,soso
Type_C,Brand5,1,like
Type_A,Brand9,5,dislike
Type_F,Brand10,5,dislike
Type_C,Brand9,4,dislike
Type_B,Brand4,1,soso
Type_D,Brand4,1,soso
Type_E,Brand8,5,like
Type_A,Brand10,1,dislike
Type_E,Brand4,5,soso
Type_B,Brand2,5,soso
Type_E,Brand2,3,like
Type_A,Brand1,1,dislike
Type_B,Brand5,2,dislike
Type_E,Brand6,1,like
Type_D,Brand9,1,like
Type_F,Brand5,4,like
Type_B,Brand6,2,like
Type_F,Brand6,2,dislike
Type_B,Brand3,4,dislike
Type_D,Brand4,4,like
Type_F,Brand1,1,soso
Type_C,Brand4,3,soso
Type_A,Brand1,4,dislike
Type_C,Brand5,2,dislike
Type_E,Brand11,2,like
Type_D,Brand11,1,soso
Type_C,Brand8,3,dislike
Type_B,Brand8,5,soso
Type_E,Brand5,4,like
Type_E,Brand10,4,dislike
Type_C,Brand2,1,dislike
Type_C,Brand6,3,soso
Type_D,Brand1,2,soso
Type_A,Brand7,2,dislike
Type_C,Brand11,5,soso
Type_C,Brand4,2,soso
Type_F,Brand5,4,like
Type_B,Brand6,5,soso
Type_F,Brand11,3,dislike
Type_F,Brand1,5,like
Type_E,Brand9,3,dislike
Type_A,Brand10,2,like
Type_B,Brand4,1,like
Type_D,Brand8,5,soso
Type_D,Brand5,5,soso
Type_C,Brand11,4,dislike
Type_C,Brand8,4,soso
Type_D,Brand1,3,like
Type_C,Brand8,1,soso
Type_A,Brand11,4,dislike
Type_F,Brand11,4,like
Type_C,Brand4,2,dislike
Type_E,Brand2,2,soso
Type_C,Brand11,4,like
Type_B,Brand6,3,dislike
Type_A,Brand2,1,soso
Type_B,Brand5,4,soso
Type_B,Brand2,3,dislike
Type_E,Brand3,3,like
Type_A,Brand11,4,dislike
Type_A,Brand6,3,soso
Type_A,Brand1,5,dislike
Type_A,Brand6,3,soso
Type_A,Brand3,4,like
Type_E,Brand7,3,dislike
Type_C,Brand2,4,like
Type_B,Brand6,2,dislike
Type_A,Brand8,4,soso
Type_C,Brand1,3,like
Type_C,Brand11,4,soso
Type_B,Brand11,1,dislike
Type_E,Brand9,4,soso
Type_D,Brand5,4,dislike
Type_D,Brand5,1,like
Type_C,Brand5,1,soso
Type_F,Brand6,1,soso
Type_F,Brand2,5,dislike
Type_B,Brand6,4,dislike
Type_D,Brand11,1,dislike
Type_C,Brand4,1,like
Type_E,Brand8,2,soso
Type_D,Brand11,5,dislike
Type_C,Brand9,4,dislike
Type_C,Brand9,3,soso
Type_A,Brand8,5,like
Type_E,Brand3,5,soso
Type_A,Brand10,2,dislike
Type_B,Brand11,4,soso
Type_A,Brand11,4,dislike
Type_A,Brand4,1,dislike
Type_D,Brand1,1,soso
Type_F,Brand9,5,soso
Type_C,Brand5,2,like
Type_E,Brand6,4,dislike
Type_A,Brand3,2,dislike
Type_E,Brand11,3,dislike
Type_F,Brand10,4,dislike
Type_F,Brand8,1,dislike
Type_A,Brand7,5,soso
Type_B,Brand1,2,dislike
Type_A,Brand10,1,soso
Type_D,Brand5,5,like
Type_C,Brand10,1,dislike
Type_B,Brand9,4,like
Type_A,Brand11,2,soso
Type_E,Brand6,3,soso
Type_B,Brand8,1,like
Type_B,Brand10,2,dislike
Type_A,Brand1,4,soso
Type_B,Brand10,1,soso
Type_E,Brand11,4,soso
Type_F,Brand7,3,soso
Type_B,Brand3,3,soso
Type_F,Brand9,5,soso
Type_E,Brand6,5,like
Type_A,Brand5,5,dislike
Type_C,Brand8,4,dislike
Type_B,Brand8,5,dislike
Type_C,Brand3,2,dislike
Type_E,Brand2,4,like
Type_B,Brand2,4,like
Type_F,Brand5,5,dislike
Type_D,Brand10,5,soso
Type_C,Brand7,4,dislike
Type_B,Brand8,3,soso
Type_C,Brand10,3,soso
Type_B,Brand8,5,like
Type_A,Brand8,3,soso
Type_F,Brand10,2,like
Type_C,Brand11,2,dislike
Type_D,Brand3,2,like
Type_D,Brand11,4,soso
Type_E,Brand2,4,soso
Type_B,Brand4,4,soso
Type_C,Brand1,4,dislike
Type_E,Brand3,4,like
Type_C,Brand11,5,dislike
Type_B,Brand9,3,like
Type_D,Brand7,5,dislike
Type_A,Brand7,3,dislike
Type_D,Brand1,5,soso
Type_E,Brand7,2,dislike
Type_F,Brand10,1,dislike
Type_A,Brand7,4,like
Type_E,Brand4,1,dislike
Type_B,Brand7,1,soso
Type_A,Brand8,2,dislike
Type_E,Brand3,1,like
Type_B,Brand10,1,like
Type_D,Brand2,2,dislike
Type_F,Brand7,3,dislike
Type_B,Brand5,5,like
Type_C,Brand5,1,soso
Type_B,Brand5,4,dislike
Type_B,Brand7,2,soso
Type_F,Brand9,1,soso
Type_C,Brand11,3,dislike
Type_E,Brand8,3,soso
Type_E,Brand6,4,like
Type_B,Brand7,1,soso
Type_C,Brand9,4,like
Type_C,Brand11,3,dislike
Type_F,Brand6,3,soso
Type_D,Brand1,5,like
Type_E,Brand4,3,like
Type_F,Brand8,2,dislike
Type_A,Brand7,5,soso
Type_E,Brand3,4,like
Type_F,Brand10,3,like
Type_E,Brand3,2,dislike
Type_D,Brand11,5,soso
Type_A,Brand3,2,soso
Type_D,Brand1,5,like
Type_A,Brand10,5,soso
Type_B,Brand1,5,soso
Type_F,Brand6,4,soso
Type_A,Brand1,5,soso
Type_D,Brand5,5,soso
Type_E,Brand4,2,soso
Type_A,Brand5,5,soso
Type_F,Brand7,4,like
Type_A,Brand6,2,like
Type_C,Brand9,5,soso
Type_E,Brand6,2,soso
Type_F,Brand9,4,dislike
Type_F,Brand4,2,like
Type_B,Brand1,4,dislike
Type_D,Brand1,3,like
Type_B,Brand10,5,dislike
Type_F,Brand7,4,dislike
Type_E,Brand3,5,dislike
Type_A,Brand2,4,like
Type_A,Brand6,1,like
Type_E,Brand6,1,soso
Type_F,Brand7,1,like
Type_A,Brand5,4,like
Type_A,Brand8,5,like
Type_A,Brand7,1,like
Type_D,Brand2,5,soso
Type_D,Brand1,4,soso
Type_C,Brand9,5,like
Type_B,Brand5,5,dislike
Type_E,Brand11,1,dislike
Type_E,Brand5,2,like
Type_E,Brand10,3,soso
Type_C,Brand4,4,dislike
Type_D,Brand2,4,soso
Type_F,Brand5,4,soso
Type_F,Brand2,3,dislike
Type_C,Brand7,2,like
Type_F,Brand11,5,soso
Type_E,Brand9,4,dislike
Type_B,Brand9,5,soso
Type_A,Brand11,1,dislike
Type_D,Brand6,1,like
Type_D,Brand1,1,like
Type_C,Brand6,4,like
Type_D,Brand5,3,soso
Type_E,Brand4,4,like
Type_F,Brand6,1,like
Type_E,Brand6,1,like
Type_C,Brand6,4,like
Type_E,Brand2,3,dislike
Type_F,Brand7,3,dislike
Type_B,Brand4,5,soso
Type_C,Brand9,2,dislike
Type_B,Brand10,1,dislike
Type_A,Brand2,3,dislike
Type_B,Brand5,1,dislike
Type_A,Brand4,2,dislike
Type_A,Brand9,1,like
Type_B,Brand4,3,soso
Type_C,Brand8,5,dislike
Type_F,Brand8,4,dislike
Type_E,Brand6,4,soso
Type_E,Brand6,3,dislike
Type_F,Brand11,3,dislike
Type_A,Brand8,2,soso
Type_A,Brand10,1,like
Type_C,Brand9,2,like
Type_D,Brand5,4,soso
Type_B,Brand11,1,like
Type_A,Brand1,2,like
Type_E,Brand1,4,like
Type_C,Brand2,1,like
Type_B,Brand10,5,dislike
Type_C,Brand10,5,soso
Type_B,Brand5,2,like
Type_B,Brand4,3,like
Type_F,Brand1,1,soso
Type_A,Brand4,2,dislike
Type_C,Brand4,3,like
Type_C,Brand10,3,like
Type_F,Brand4,1,dislike
Type_E,Brand1,1,soso
Type_E,Brand9,3,like
Type_A,Brand3,4,like
Type_A,Brand4,2,soso
Type_D,Brand5,1,dislike
Type_F,Brand7,3,soso
Type_E,Brand6,4,like
Type_B,Brand5,5,dislike
Type_C,Brand8,3,dislike
Type_A,Brand1,4,dislike
Type_C,Brand7,5,soso
Type_C,Brand6,4,soso
Type_D,Brand11,1,soso
Type_E,Brand5,3,like
Type_A,Brand7,5,soso
Type_C,Brand3,4,dislike
Type_A,Brand1,5,like
Type_B,Brand9,2,like
Type_D,Brand2,3,like
Type_B,Brand10,1,dislike
Type_A,Brand3,5,soso
Type_A,Brand8,4,dislike
Type_E,Brand10,5,soso
Type_C,Brand9,4,like
Type_C,Brand3,5,like
Type_B,Brand6,1,dislike
Type_D,Brand7,1,soso
Type_F,Brand1,3,like
Type_C,Brand7,1,dislike
Type_E,Brand4,5,dislike
Type_B,Brand5,5,soso
Type_B,Brand8,1,soso
Type_F,Brand4,2,soso
Type_E,Brand4,5,like
Type_D,Brand8,3,dislike
Type_E,Brand5,2,soso
Type_D,Brand6,1,dislike
Type_E,Brand11,4,like
Type_E,Brand5,5,like
Type_A,Brand1,4,soso
Type_B,Brand7,3,like
Type_E,Brand6,2,dislike
Type_F,Brand2,4,dislike
Type_E,Brand11,3,like
Type_C,Brand7,4,like
Type_B,Brand6,4,like
Type_C,Brand5,3,dislike
Type_B,Brand8,5,like
Type_C,Brand5,4,soso
Type_E,Brand11,3,soso
Type_E,Brand2,4,dislike
Type_A,Brand6,5,like
Type_F,Brand1,3,like
Type_C,Brand5,4,like
Type_D,Brand6,1,soso
Type_A,Brand7,5,soso
Type_C,Brand2,4,soso
Type_C,Brand1,2,soso
Type_A,Brand6,3,soso
Type_E,Brand3,4,dislike
Type_C,Brand5,5,dislike
Type_E,Brand11,5,like
Type_A,Brand2,2,like
Type_E,Brand1,2,soso
Type_B,Brand1,4,like
Type_D,Brand11,1,dislike
Type_C,Brand4,5,dislike
Type_F,Brand10,1,like
Type_D,Brand2,1,soso
Type_E,Brand1,4,dislike
Type_C,Brand6,3,like
Type_E,Brand4,3,soso
Type_B,Brand10,3,like
Type_A,Brand7,2,soso
Type_C,Brand11,5,soso
Type_B,Brand6,2,dislike
Type_B,Brand5,5,dislike
Type_C,Brand10,5,like
Type_E,Brand2,5,like
Type_F,Brand5,4,soso
Type_B,Brand9,3,dislike
Type_D,Brand9,2,soso
Type_B,Brand2,2,soso
Type_F,Brand7,4,soso
Type_E,Brand10,5,soso
Type_E,Brand4,3,soso
Type_D,Brand3,1,soso
Type_B,Brand11,1,like
Type_E,Brand1,4,dislike
Type_F,Brand3,3,dislike
Type_C,Brand11,1,soso
Type_A,Brand9,1,soso
Type_A,Brand9,2,soso
Type_A,Brand7,3,dislike
Type_B,Brand3,1,dislike
Type_D,Brand3,2,soso
Type_E,Brand4,3,dislike
Type_C,Brand7,5,soso
Type_F,Brand7,3,soso
Type_C,Brand2,4,soso
Type_F,Brand5,2,like
Type_B,Brand7,5,dislike
Type_A,Brand7,2,dislike
Type_B,Brand6,2,dislike
Type_D,Brand10,1,soso
Type_D,Brand10,3,like
Type_F,Brand8,2,soso
Type_E,Brand3,2,soso
Type_E,Brand1,4,soso
Type_F,Brand3,4,like
Type_D,Brand11,4,soso
Type_D,Brand2,2,soso
Type_D,Brand2,5,like
Type_B,Brand2,3,soso
Type_D,Brand5,2,soso
Type_C,Brand1,1,dislike
Type_A,Brand10,5,like
Type_D,Brand4,5,dislike
Type_F,Brand10,3,soso
Type_A,Brand5,5,like
Type_B,Brand2,3,like
Type_F,Brand5,5,soso
Type_A,Brand10,3,dislike
Type_F,Brand4,4,soso
Type_B,Brand8,4,like
Type_C,Brand1,5,like
Type_B,Brand5,5,soso
Type_B,Brand11,3,soso
Type_F,Brand10,3,soso
Type_E,Brand1,2,soso
Type_D,Brand10,4,dislike
Type_D,Brand10,2,dislike
Type_C,Brand4,2,dislike
Type_C,Brand8,1,dislike
Type_D,Brand1,3,like
Type_E,Brand11,1,like
Type_D,Brand2,1,dislike
Type_E,Brand1,2,soso
Type_C,Brand11,1,like
Type_A,Brand7,3,soso
Type_F,Brand2,2,dislike
Type_C,Brand1,3,like
Type_C,Brand6,5,like
Type_B,Brand6,1,like
Type_B,Brand10,2,like
Type_B,Brand2,4,dislike
Type_F,Brand1,3,like
Type_B,Brand10,1,dislike
Type_E,Brand3,3,like
Type_D,Brand10,3,dislike
Type_A,Brand5,5,dislike
Type_C,Brand6,3,soso
Type_E,Brand3,5,dislike
Type_A,Brand9,5,soso
Type_E,Brand11,5,like
Type_E,Brand5,1,soso
Type_C,Brand2,3,dislike
Type_D,Brand10,3,soso
Type_B,Brand6,5,like
Type_F,Brand8,3,soso
Type_D,Brand11,3,dislike
Type_F,Brand6,5,dislike
Type_C,Brand4,4,like
Type_C,Brand6,4,like
Type_C,Brand8,5,soso
Type_A,Brand8,1,like
Type_F,Brand10,3,dislike
Type_D,Brand2,3,soso
Type_D,Brand8,4,soso
Type_E,Brand6,5,soso
Type_E,Brand2,1,soso
Type_E,Brand1,5,like
Type_C,Brand6,4,soso
Type_D,Brand7,4,soso
Type_F,Brand10,3,soso
Type_C,Brand5,2,dislike
Type_A,Brand10,1,dislike
Type_E,Brand8,1,like
Type_C,Brand11,2,dislike
Type_C,Brand9,4,dislike
Type_A,Brand4,5,like
Type_B,Brand7,1,like
Type_D,Brand8,2,soso
Type_F,Brand6,3,soso
Type_B,Brand2,3,like
Type_E,Brand7,4,soso
